trade_date,name,value
20230619,新能源汽车,8.669000000000002
20230620,新能源汽车,9.120100000000003
20230621,新能源汽车,8.568900000000003
20230626,新能源汽车,7.305000000000003
20230627,新能源汽车,8.562300000000004
20230628,新能源汽车,8.528600000000004
20230629,新能源汽车,10.301300000000005
20230630,新能源汽车,11.628800000000005
20230703,新能源汽车,11.859500000000006
20230704,新能源汽车,14.107300000000006
20230705,新能源汽车,13.180700000000005
20230706,新能源汽车,13.668900000000004
20230707,新能源汽车,12.806200000000004
20230710,新能源汽车,12.435900000000004
20230711,新能源汽车,14.343000000000004
20230712,新能源汽车,13.731000000000005
20230713,新能源汽车,13.901700000000005
20230714,新能源汽车,13.368300000000005
20230717,新能源汽车,12.804000000000006
20230718,新能源汽车,13.417100000000005
20230719,新能源汽车,12.647000000000006
20230720,新能源汽车,10.897500000000006
20230721,新能源汽车,9.442200000000007
20230724,新能源汽车,9.143600000000006
20230725,新能源汽车,11.414200000000006
20230726,新能源汽车,9.734800000000007
20230727,新能源汽车,10.021100000000008
20230728,新能源汽车,10.573800000000007
20230731,新能源汽车,11.498200000000008
20230801,新能源汽车,11.137500000000008
20230802,新能源汽车,11.484700000000009
20230803,新能源汽车,10.68790000000001
20230804,新能源汽车,11.01860000000001
20230807,新能源汽车,10.74170000000001
20230808,新能源汽车,10.32120000000001
20230809,新能源汽车,9.05690000000001
20230810,新能源汽车,8.87980000000001
20230811,新能源汽车,7.212500000000009
20230814,新能源汽车,7.390100000000009
20230815,新能源汽车,6.440400000000009
20230816,新能源汽车,5.002500000000008
20230817,新能源汽车,7.214900000000009
20230818,新能源汽车,6.288300000000008
20230821,新能源汽车,5.239400000000009
20230822,新能源汽车,5.481700000000009
20230823,新能源汽车,3.662200000000009
20230824,新能源汽车,3.2702000000000084
20230825,新能源汽车,0.6261000000000085
20230828,新能源汽车,1.3990000000000085
20230829,新能源汽车,6.3511000000000095
20230830,新能源汽车,7.51100000000001
20230831,新能源汽车,6.98040000000001
20230901,新能源汽车,7.28300000000001
20230904,新能源汽车,8.47400000000001
20230103,机器人概念,0.0
20230104,机器人概念,0.5869
20230105,机器人概念,1.5006000000000004
20230106,机器人概念,1.3916000000000004
20230109,机器人概念,2.0878000000000005
20230110,机器人概念,2.0417000000000005
20230111,机器人概念,1.1843000000000004
20230112,机器人概念,1.7949000000000002
20230113,机器人概念,1.9535
20230116,机器人概念,2.9713000000000003
20230117,机器人概念,3.0955000000000004
20230118,机器人概念,3.9834000000000005
20230119,机器人概念,4.833100000000001
20230120,机器人概念,6.039900000000001
20230130,机器人概念,8.235600000000002
20230131,机器人概念,9.184500000000002
20230201,机器人概念,11.478700000000002
20230202,机器人概念,11.897100000000002
20230203,机器人概念,12.249000000000002
20230206,机器人概念,12.715800000000002
20230207,机器人概念,14.818400000000002
20230208,机器人概念,13.807900000000002
20230209,机器人概念,15.317100000000002
20230210,机器人概念,15.052200000000001
20230213,机器人概念,16.0691
20230214,机器人概念,15.8868
20230215,机器人概念,16.772599999999997
20230216,机器人概念,13.879299999999999
20230217,机器人概念,13.021299999999998
20230220,机器人概念,14.576499999999998
20230221,机器人概念,15.085199999999999
20230222,机器人概念,15.259199999999998
20230223,机器人概念,14.7327
20230224,机器人概念,14.4855
20230227,机器人概念,13.453999999999999
20230228,机器人概念,14.4411
20230301,机器人概念,15.891700000000002
20230302,机器人概念,15.732500000000003
20230303,机器人概念,15.423200000000003
20230306,机器人概念,15.327100000000003
20230307,机器人概念,12.622000000000003
20230308,机器人概念,13.862500000000002
20230309,机器人概念,14.163100000000002
20230310,机器人概念,12.748500000000002
20230313,机器人概念,13.338200000000002
20230314,机器人概念,11.782000000000002
20230315,机器人概念,12.605900000000002
20230316,机器人概念,10.958800000000002
20230317,机器人概念,12.483300000000002
20230320,机器人概念,12.741500000000002
20230321,机器人概念,14.548600000000002
20230322,机器人概念,15.494600000000004
20230323,机器人概念,15.926300000000003
20230324,机器人概念,17.0831
20230327,机器人概念,17.862700000000004
20230328,机器人概念,16.4825
20230329,机器人概念,16.4099
20230330,机器人概念,15.574300000000003
20230331,机器人概念,16.771900000000002
20230403,机器人概念,18.313300000000005
20230404,机器人概念,17.0771
20230406,机器人概念,17.122100000000003
20230407,机器人概念,17.984500000000004
20230410,机器人概念,16.266700000000007
20230411,机器人概念,16.208000000000006
20230412,机器人概念,18.185900000000004
20230413,机器人概念,16.605800000000002
20230414,机器人概念,16.822300000000006
20230417,机器人概念,16.547200000000004
20230418,机器人概念,15.588300000000006
20230419,机器人概念,15.324500000000006
